year,mstat,depx,state_soi,plateau,phasein,phaseout,maxagi,plateau_state,phasein_state,phaseout_state,state_name,state_fips,ratein,rateout
2014,1,3,31,6143,13700,17800,46900,1228.6,13700,17800,NEW JERSEY,34,.44839415,.21109965
1989,2,1,31,910,6500,10200,19300,0,0,0,NEW JERSEY,34,.14,.1
2008,1,1,31,2917,8600,15700,33900,656.33002,8600,15700,NEW JERSEY,34,.33918604,.16027473
1995,1,1,31,2094,6200,11200,24300,0,0,0,NEW JERSEY,34,.33774194,.15984733
1984,2,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1983,2,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1996,1,1,31,2152,6400,11600,25000,0,0,0,NEW JERSEY,34,.33625001,.16059701
1987,1,2,31,851,6100,6900,15400,0,0,0,NEW JERSEY,34,.1395082,.10011765
1995,2,2,31,3110,8700,11300,26600,0,0,0,NEW JERSEY,34,.35747126,.20326798
2011,2,3,31,5751,12800,21700,49000,1150.2,12800,21700,NEW JERSEY,34,.44929686,.21065934
2008,2,1,31,2917,8600,18700,36900,656.33002,8600,18700,NEW JERSEY,34,.33918604,.16027473
2014,2,1,31,3305,9800,23200,43900,661,9800,23200,NEW JERSEY,34,.3372449,.15966183
2014,1,2,31,5460,13700,17800,43700,1092,13700,17800,NEW JERSEY,34,.39854014,.21081081
2019,1,2,31,5828,14600,19000,46700,2272.9199,14600,19000,NEW JERSEY,34,.39917809,.21039711
1997,1,3,31,3656,9200,11900,29200,0,0,0,NEW JERSEY,34,.39739129,.21132948
1979,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1989,1,2,31,910,6500,10200,19300,0,0,0,NEW JERSEY,34,.14,.1
2009,1,3,31,5657,12600,16400,43200,1414.25,12600,16400,NEW JERSEY,34,.44896826,.21108209
1993,1,1,31,1434,7800,12200,23000,0,0,0,NEW JERSEY,34,.18384616,.13277778
2004,2,3,31,4300,10800,15000,35400,860,10800,15000,NEW JERSEY,34,.39814815,.21078432
2008,2,3,31,4824,12100,18700,41600,1085.4,12100,18700,NEW JERSEY,34,.39867768,.21065502
1999,2,1,31,2312,6800,12500,26900,0,0,0,NEW JERSEY,34,.34,.16055556
1995,2,0,31,314,4200,5100,9200,0,0,0,NEW JERSEY,34,.074761905,.076585367
2012,1,0,31,475,6300,7700,13900,95,6300,7700,NEW JERSEY,34,.075396828,.076612905
2020,2,3,31,6660,14800,25200,56800,2664,14800,25200,NEW JERSEY,34,.44999999,.21075949
2016,1,2,31,5572,14000,18100,44600,1950.2,14000,18100,NEW JERSEY,34,.398,.21026415
1991,2,3,31,1235,7300,11200,21200,0,0,0,NEW JERSEY,34,.16917808,.1235
1990,2,3,31,953,6900,10700,20200,0,0,0,NEW JERSEY,34,.13811594,.10031579
2018,1,1,31,3461,10200,18600,40300,1280.5699,10200,18600,NEW JERSEY,34,.33931372,.15949309
2003,2,0,31,382,5000,7200,12200,0,0,0,NEW JERSEY,34,.076399997,.076399997
2013,1,2,31,5372,13500,17500,43000,1074.4,13500,17500,NEW JERSEY,34,.39792591,.21066667
2022,1,0,31,560,7400,9100,16400,217.24001,7400,9100,NEW JERSEY,34,.075675674,.076712325
1983,1,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1997,2,0,31,332,4400,5400,9700,0,0,0,NEW JERSEY,34,.075454548,.077209301
2006,2,2,31,4536,11400,16800,38300,907.20001,11400,16800,NEW JERSEY,34,.39789474,.21097675
2005,1,0,31,399,5300,6500,11700,0,0,0,NEW JERSEY,34,.075283021,.076730773
2021,2,0,31,1502,9900,17500,27300,600.79999,9900,17500,NEW JERSEY,34,.15171717,.15326531
2014,2,3,31,6143,13700,23200,52400,1228.6,13700,23200,NEW JERSEY,34,.44839415,.21037671
1994,2,3,31,2528,8500,11000,25200,0,0,0,NEW JERSEY,34,.29741177,.17802817
1982,2,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2005,2,0,31,399,5300,8500,13700,0,0,0,NEW JERSEY,34,.075283021,.076730773
1991,1,2,31,1235,7300,11200,21200,0,0,0,NEW JERSEY,34,.16917808,.1235
1998,1,3,31,3756,9400,12200,30000,0,0,0,NEW JERSEY,34,.39957446,.21101123
1992,1,3,31,1384,7600,11800,22300,0,0,0,NEW JERSEY,34,.18210526,.13180952
1999,1,3,31,3816,9600,12400,30500,0,0,0,NEW JERSEY,34,.39750001,.21082874
1986,2,3,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
1997,1,1,31,2210,6500,11900,25700,0,0,0,NEW JERSEY,34,.34,.16014493
1981,2,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1988,2,2,31,874,6300,9800,18500,0,0,0,NEW JERSEY,34,.13873015,.10045977
2015,1,3,31,6242,13900,18100,47700,1872.6,13900,18100,NEW JERSEY,34,.44906476,.21087837
2004,2,1,31,2604,7700,15000,31300,520.79999,7700,15000,NEW JERSEY,34,.33818182,.1597546
2004,2,2,31,4300,10800,15000,35400,860,10800,15000,NEW JERSEY,34,.39814815,.21078432
2000,1,1,31,2353,7000,12600,27400,235.3,7000,12600,NEW JERSEY,34,.33614287,.15898648
1980,1,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2013,2,0,31,487,6400,13300,19600,97.400002,6400,13300,NEW JERSEY,34,.076093748,.077301584
1983,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2019,2,0,31,529,7000,14400,21300,206.31,7000,14400,NEW JERSEY,34,.075571425,.076666668
1994,1,0,31,306,4000,5000,8900,0,0,0,NEW JERSEY,34,.076499999,.078461535
2010,2,0,31,457,6000,12400,18400,91.400002,6000,12400,NEW JERSEY,34,.076166667,.076166667
2001,1,0,31,364,4800,5900,10700,0,0,0,NEW JERSEY,34,.075833336,.075833336
1996,1,3,31,3556,8900,11600,28400,0,0,0,NEW JERSEY,34,.39955056,.21166667
1985,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1990,1,2,31,953,6900,10700,20200,0,0,0,NEW JERSEY,34,.13811594,.10031579
2017,2,2,31,5616,14100,23900,50500,1965.6,14100,23900,NEW JERSEY,34,.39829788,.21112782
1984,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2013,2,1,31,3250,9600,22800,43200,650,9600,22800,NEW JERSEY,34,.33854166,.15931372
1984,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2010,1,0,31,457,6000,7400,13400,91.400002,6000,7400,NEW JERSEY,34,.076166667,.076166667
1994,2,0,31,306,4000,5000,8900,0,0,0,NEW JERSEY,34,.076499999,.078461535
2002,2,3,31,4140,10400,14500,34100,724.5,10400,14500,NEW JERSEY,34,.39807692,.2112245
2007,2,2,31,4716,11800,17300,39700,943.20001,11800,17300,NEW JERSEY,34,.399661,.21053572
1991,1,3,31,1235,7300,11200,21200,0,0,0,NEW JERSEY,34,.16917808,.1235
1979,1,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2006,2,3,31,4536,11400,16800,38300,907.20001,11400,16800,NEW JERSEY,34,.39789474,.21097675
1982,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1987,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2008,2,0,31,438,5800,10100,15800,98.550003,5800,10100,NEW JERSEY,34,.075517245,.076842107
1990,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2016,1,0,31,506,6700,8200,14800,177.10001,6700,8200,NEW JERSEY,34,.075522386,.076666668
2008,1,0,31,438,5800,7100,12800,98.550003,5800,7100,NEW JERSEY,34,.075517245,.076842107
2002,1,3,31,4140,10400,13500,33100,724.5,10400,13500,NEW JERSEY,34,.39807692,.2112245
2016,2,1,31,3373,10000,23700,44800,1180.55,10000,23700,NEW JERSEY,34,.3373,.15985782
2010,1,3,31,5666,12600,16400,43300,1133.2,12600,16400,NEW JERSEY,34,.44968253,.21063197
1990,1,1,31,953,6900,10700,20200,0,0,0,NEW JERSEY,34,.13811594,.10031579
1981,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1992,1,2,31,1384,7600,11800,22300,0,0,0,NEW JERSEY,34,.18210526,.13180952
1995,1,3,31,3110,8700,11200,26600,0,0,0,NEW JERSEY,34,.35747126,.20194805
2003,2,3,31,4204,10600,14700,34600,840.79999,10600,14700,NEW JERSEY,34,.39660376,.21125628
2007,1,2,31,4716,11800,15300,37700,943.20001,11800,15300,NEW JERSEY,34,.399661,.21053572
2011,2,2,31,5112,12800,21600,45900,1022.4,12800,21600,NEW JERSEY,34,.39937499,.21037038
1985,1,2,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
1993,1,3,31,1511,7800,12200,23000,0,0,0,NEW JERSEY,34,.19371794,.1399074
1991,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1979,2,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1980,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2004,1,2,31,4300,10800,14000,34400,860,10800,14000,NEW JERSEY,34,.39814815,.21078432
2011,1,1,31,3094,9100,16600,36000,618.79999,9100,16600,NEW JERSEY,34,.34,.15948454
1996,2,2,31,3556,8900,11600,28500,0,0,0,NEW JERSEY,34,.39955056,.2104142
1996,2,0,31,323,4300,5300,9500,0,0,0,NEW JERSEY,34,.075116277,.076904759
1981,1,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2017,1,1,31,3400,10000,18300,39600,1190,10000,18300,NEW JERSEY,34,.34,.15962441
1996,2,3,31,3556,8900,11600,28500,0,0,0,NEW JERSEY,34,.39955056,.2104142
1999,1,2,31,3816,9600,12400,30500,0,0,0,NEW JERSEY,34,.39750001,.21082874
2001,1,2,31,4008,10100,13000,32100,601.20001,10100,13000,NEW JERSEY,34,.39683169,.20984294
1986,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1987,2,3,31,851,6100,6900,15400,0,0,0,NEW JERSEY,34,.1395082,.10011765
2006,1,3,31,4536,11400,14800,36300,907.20001,11400,14800,NEW JERSEY,34,.39789474,.21097675
1990,2,1,31,953,6900,10700,20200,0,0,0,NEW JERSEY,34,.13811594,.10031579
2020,2,2,31,5920,14800,25200,53300,2368,14800,25200,NEW JERSEY,34,.40000001,.21067616
1999,2,0,31,347,4600,5700,10200,0,0,0,NEW JERSEY,34,.075434782,.07711111
2005,1,3,31,4400,11000,14300,35200,880,11000,14300,NEW JERSEY,34,.40000001,.21052632
1992,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1986,2,1,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
2014,2,0,31,496,6500,13500,20000,99.199997,6500,13500,NEW JERSEY,34,.076307692,.076307692
1988,1,2,31,874,6300,9800,18500,0,0,0,NEW JERSEY,34,.13873015,.10045977
1992,2,3,31,1384,7600,11800,22300,0,0,0,NEW JERSEY,34,.18210526,.13180952
1993,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2021,1,0,31,1502,9900,11600,21400,600.79999,9900,11600,NEW JERSEY,34,.15171717,.15326531
2019,2,1,31,3526,10400,24800,46800,1375.14,10400,24800,NEW JERSEY,34,.33903846,.16027273
2005,1,1,31,2662,7900,14300,31000,532.40002,7900,14300,NEW JERSEY,34,.33696201,.15940119
2010,2,2,31,5036,12600,21400,45300,1007.2,12600,21400,NEW JERSEY,34,.39968255,.2107113
2008,2,2,31,4824,12100,18700,41600,1085.4,12100,18700,NEW JERSEY,34,.39867768,.21065502
1993,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1982,1,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2016,1,3,31,6269,14000,18100,47900,2194.1499,14000,18100,NEW JERSEY,34,.44778571,.21036913
2003,1,3,31,4204,10600,13700,33600,840.79999,10600,13700,NEW JERSEY,34,.39660376,.21125628
1981,2,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2007,2,0,31,428,5600,9000,14500,85.599998,5600,9000,NEW JERSEY,34,.07642857,.077818185
1980,2,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1982,1,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2011,1,2,31,5112,12800,16600,40900,1022.4,12800,16600,NEW JERSEY,34,.39937499,.21037038
2012,2,2,31,5236,13100,22300,47100,1047.2,13100,22300,NEW JERSEY,34,.39969465,.21112904
1991,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2015,2,0,31,503,6600,13700,20300,150.89999,6600,13700,NEW JERSEY,34,.076212123,.076212123
2000,2,3,31,3888,9800,12700,31100,388.79999,9800,12700,NEW JERSEY,34,.39673468,.21130435
2007,1,0,31,428,5600,7000,12500,85.599998,5600,7000,NEW JERSEY,34,.07642857,.077818185
1983,2,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1995,1,2,31,3110,8700,11200,26600,0,0,0,NEW JERSEY,34,.35747126,.20194805
1981,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1994,2,2,31,2528,8500,11000,25200,0,0,0,NEW JERSEY,34,.29741177,.17802817
2020,1,2,31,5920,14800,19300,47400,2368,14800,19300,NEW JERSEY,34,.40000001,.21067616
1993,1,2,31,1511,7800,12200,23000,0,0,0,NEW JERSEY,34,.19371794,.1399074
1997,2,2,31,3656,9200,11900,29300,0,0,0,NEW JERSEY,34,.39739129,.21011494
1980,2,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1979,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1989,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2013,2,2,31,5372,13500,22800,48300,1074.4,13500,22800,NEW JERSEY,34,.39792591,.21066667
1985,1,1,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
1979,2,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2009,1,1,31,3043,9000,16400,35400,760.75,9000,16400,NEW JERSEY,34,.3381111,.16015789
2002,2,0,31,376,5000,7000,11900,0,0,0,NEW JERSEY,34,.075199999,.076734692
2000,2,2,31,3888,9800,12700,31100,388.79999,9800,12700,NEW JERSEY,34,.39673468,.21130435
1985,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1993,2,1,31,1434,7800,12200,23000,0,0,0,NEW JERSEY,34,.18384616,.13277778
2004,2,0,31,390,5100,7300,12400,0,0,0,NEW JERSEY,34,.076470591,.076470591
1988,1,3,31,874,6300,9800,18500,0,0,0,NEW JERSEY,34,.13873015,.10045977
2016,2,3,31,6269,14000,23700,53500,2194.1499,14000,23700,NEW JERSEY,34,.44778571,.21036913
2012,1,2,31,5236,13100,17100,41900,1047.2,13100,17100,NEW JERSEY,34,.39969465,.21112904
1995,2,1,31,2094,6200,11300,24400,0,0,0,NEW JERSEY,34,.33774194,.15984733
1991,2,1,31,1192,7200,11200,21200,0,0,0,NEW JERSEY,34,.16555555,.1192
1997,2,1,31,2210,6500,11900,25700,0,0,0,NEW JERSEY,34,.34,.16014493
2015,1,2,31,5548,13900,18100,44400,1664.4,13900,18100,NEW JERSEY,34,.39913669,.21095057
1984,1,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2007,1,3,31,4716,11800,15300,37700,943.20001,11800,15300,NEW JERSEY,34,.399661,.21053572
1980,1,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2020,1,1,31,3584,10600,19300,41700,1433.6,10600,19300,NEW JERSEY,34,.33811322,.16
1998,2,3,31,3756,9400,12300,30100,0,0,0,NEW JERSEY,34,.39957446,.21101123
2017,2,3,31,6318,14100,23900,53900,2211.3,14100,23900,NEW JERSEY,34,.4480851,.2106
1988,2,1,31,874,6300,9800,18500,0,0,0,NEW JERSEY,34,.13873015,.10045977
1985,2,3,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
2022,1,1,31,3733,11000,20100,43400,1448.12,11000,20100,NEW JERSEY,34,.33936363,.16021459
2013,2,3,31,6044,13500,22800,51500,1208.8,13500,22800,NEW JERSEY,34,.44770369,.21059233
1987,1,1,31,851,6100,6900,15400,0,0,0,NEW JERSEY,34,.1395082,.10011765
1989,1,1,31,910,6500,10200,19300,0,0,0,NEW JERSEY,34,.14,.1
2016,2,0,31,506,6700,13800,20400,177.10001,6700,13800,NEW JERSEY,34,.075522386,.076666668
2015,1,0,31,503,6600,8200,14800,150.89999,6600,8200,NEW JERSEY,34,.076212123,.076212123
2000,1,3,31,3888,9800,12600,31100,388.79999,9800,12600,NEW JERSEY,34,.39673468,.21016216
2019,1,3,31,6557,14600,19000,50100,2557.23,14600,19000,NEW JERSEY,34,.44910958,.21083601
1994,1,2,31,2528,8500,11000,25200,0,0,0,NEW JERSEY,34,.29741177,.17802817
2011,2,0,31,464,6100,12500,18600,92.800003,6100,12500,NEW JERSEY,34,.07606557,.07606557
2008,1,2,31,4824,12100,15700,38600,1085.4,12100,15700,NEW JERSEY,34,.39867768,.21065502
2014,2,2,31,5460,13700,23200,49100,1092,13700,23200,NEW JERSEY,34,.39854014,.21081081
1982,1,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2009,1,0,31,457,6000,7400,13400,114.25,6000,7400,NEW JERSEY,34,.076166667,.076166667
1992,1,1,31,1324,7600,11800,22300,0,0,0,NEW JERSEY,34,.17421053,.12609524
1994,1,3,31,2528,8500,11000,25200,0,0,0,NEW JERSEY,34,.29741177,.17802817
1988,1,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1980,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2015,2,3,31,6242,13900,23600,53200,1872.6,13900,23600,NEW JERSEY,34,.44906476,.21087837
2017,2,1,31,3400,10000,23900,45200,1190,10000,23900,NEW JERSEY,34,.34,.15962441
2022,2,0,31,560,7400,15200,22600,217.24001,7400,15200,NEW JERSEY,34,.075675674,.075675674
2019,2,2,31,5828,14600,24800,52400,2272.9199,14600,24800,NEW JERSEY,34,.39917809,.21115942
2009,2,2,31,5028,12600,21400,45200,1257,12600,21400,NEW JERSEY,34,.39904761,.2112605
1988,1,1,31,874,6300,9800,18500,0,0,0,NEW JERSEY,34,.13873015,.10045977
2005,1,2,31,4400,11000,14300,35200,880,11000,14300,NEW JERSEY,34,.40000001,.21052632
1981,1,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1995,1,0,31,314,4200,5100,9200,0,0,0,NEW JERSEY,34,.074761905,.076585367
2003,1,1,31,2547,7500,13700,29600,509.39999,7500,13700,NEW JERSEY,34,.3396,.16018867
1989,2,2,31,910,6500,10200,19300,0,0,0,NEW JERSEY,34,.14,.1
1987,2,2,31,851,6100,6900,15400,0,0,0,NEW JERSEY,34,.1395082,.10011765
2015,2,1,31,3359,9900,23600,44600,1007.7,9900,23600,NEW JERSEY,34,.33929294,.15995239
1993,2,2,31,1511,7800,12200,23000,0,0,0,NEW JERSEY,34,.19371794,.1399074
2018,2,0,31,519,6800,14100,20900,192.03,6800,14100,NEW JERSEY,34,.076323532,.076323532
2006,1,2,31,4536,11400,14800,36300,907.20001,11400,14800,NEW JERSEY,34,.39789474,.21097675
2000,1,0,31,353,4700,5800,10400,0,0,0,NEW JERSEY,34,.075106382,.076739132
1983,1,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1983,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
1998,2,0,31,341,4500,5600,10000,0,0,0,NEW JERSEY,34,.075777777,.077500001
1982,2,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1998,2,2,31,3756,9400,12300,30100,0,0,0,NEW JERSEY,34,.39957446,.21101123
2011,1,3,31,5751,12800,16600,43900,1150.2,12800,16600,NEW JERSEY,34,.44929686,.21065934
2009,2,1,31,3043,9000,21400,40400,760.75,9000,21400,NEW JERSEY,34,.3381111,.16015789
1993,2,3,31,1511,7800,12200,23000,0,0,0,NEW JERSEY,34,.19371794,.1399074
1980,2,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2012,2,0,31,475,6300,13000,19200,95,6300,13000,NEW JERSEY,34,.075396828,.076612905
1979,1,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2018,2,1,31,3461,10200,24300,46000,1280.5699,10200,24300,NEW JERSEY,34,.33931372,.15949309
2010,1,1,31,3050,9000,16400,35500,610,9000,16400,NEW JERSEY,34,.33888888,.15968587
2003,1,0,31,382,5000,6200,11200,0,0,0,NEW JERSEY,34,.076399997,.076399997
2001,2,3,31,4008,10100,13000,32100,601.20001,10100,13000,NEW JERSEY,34,.39683169,.20984294
1992,2,2,31,1384,7600,11800,22300,0,0,0,NEW JERSEY,34,.18210526,.13180952
2011,2,1,31,3094,9100,21600,41000,618.79999,9100,21600,NEW JERSEY,34,.34,.15948454
2009,2,0,31,457,6000,12400,18400,114.25,6000,12400,NEW JERSEY,34,.076166667,.076166667
2021,2,3,31,6728,15000,25400,57400,2691.2,15000,25400,NEW JERSEY,34,.44853333,.21025001
1989,1,3,31,910,6500,10200,19300,0,0,0,NEW JERSEY,34,.14,.1
1985,2,2,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
1982,2,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2011,1,0,31,464,6100,7500,13600,92.800003,6100,7500,NEW JERSEY,34,.07606557,.07606557
1988,2,3,31,874,6300,9800,18500,0,0,0,NEW JERSEY,34,.13873015,.10045977
2022,2,1,31,3733,11000,26200,49600,1448.12,11000,26200,NEW JERSEY,34,.33936363,.15952991
1988,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2018,1,3,31,6431,14300,18600,49100,2379.47,14300,18600,NEW JERSEY,34,.44972029,.21085246
2009,1,2,31,5028,12600,16400,40200,1257,12600,16400,NEW JERSEY,34,.39904761,.2112605
2013,1,0,31,487,6400,7900,14300,97.400002,6400,7900,NEW JERSEY,34,.076093748,.076093748
2005,2,2,31,4400,11000,16300,37200,880,11000,16300,NEW JERSEY,34,.40000001,.21052632
2013,1,1,31,3250,9600,17500,37800,650,9600,17500,NEW JERSEY,34,.33854166,.16009852
2004,1,0,31,390,5100,6300,11400,0,0,0,NEW JERSEY,34,.076470591,.076470591
1996,2,1,31,2152,6400,11600,25100,0,0,0,NEW JERSEY,34,.33625001,.15940741
2015,1,1,31,3359,9900,18100,39100,1007.7,9900,18100,NEW JERSEY,34,.33929294,.15995239
2007,2,3,31,4716,11800,17300,39700,943.20001,11800,17300,NEW JERSEY,34,.399661,.21053572
2001,2,2,31,4008,10100,13000,32100,601.20001,10100,13000,NEW JERSEY,34,.39683169,.20984294
2001,1,3,31,4008,10100,13000,32100,601.20001,10100,13000,NEW JERSEY,34,.39683169,.20984294
2007,2,1,31,2853,8400,17300,35200,570.59998,8400,17300,NEW JERSEY,34,.33964285,.15938547
1986,2,2,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
2000,2,1,31,2353,7000,12700,27400,235.3,7000,12700,NEW JERSEY,34,.33614287,.16006802
2013,1,3,31,6044,13500,17500,46200,1208.8,13500,17500,NEW JERSEY,34,.44770369,.21059233
1982,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2021,1,2,31,5980,15000,19500,47900,2392,15000,19500,NEW JERSEY,34,.39866668,.21056338
1979,2,1,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2003,1,2,31,4204,10600,13700,33600,840.79999,10600,13700,NEW JERSEY,34,.39660376,.21125628
2022,2,3,31,6935,15500,26200,59100,2690.26,15500,26200,NEW JERSEY,34,.44741935,.21079028
2016,2,2,31,5572,14000,23700,50100,1950.2,14000,23700,NEW JERSEY,34,.398,.21106061
2012,1,1,31,3169,9400,17100,36900,633.79999,9400,17100,NEW JERSEY,34,.33712766,.16005051
1998,1,0,31,341,4500,5600,10000,0,0,0,NEW JERSEY,34,.075777777,.077500001
1987,1,3,31,851,6100,6900,15400,0,0,0,NEW JERSEY,34,.1395082,.10011765
1990,2,2,31,953,6900,10700,20200,0,0,0,NEW JERSEY,34,.13811594,.10031579
1996,1,2,31,3556,8900,11600,28400,0,0,0,NEW JERSEY,34,.39955056,.21166667
1998,2,1,31,2271,6700,12300,26500,0,0,0,NEW JERSEY,34,.33895522,.15992957
2000,2,0,31,353,4700,5800,10400,0,0,0,NEW JERSEY,34,.075106382,.076739132
2010,2,3,31,5666,12600,21400,48300,1133.2,12600,21400,NEW JERSEY,34,.44968253,.21063197
1985,2,1,31,550,5000,6500,11000,0,0,0,NEW JERSEY,34,.11,.12222222
2022,1,2,31,6164,15500,20100,49300,2391.1699,15500,20100,NEW JERSEY,34,.39767742,.21109588
2003,2,1,31,2547,7500,14700,30600,509.39999,7500,14700,NEW JERSEY,34,.3396,.16018867
2006,1,0,31,412,5400,6700,12100,0,0,0,NEW JERSEY,34,.0762963,.0762963
1996,1,0,31,323,4300,5300,9500,0,0,0,NEW JERSEY,34,.075116277,.076904759
2021,1,3,31,6728,15000,19500,51400,2691.2,15000,19500,NEW JERSEY,34,.44853333,.21090908
1999,2,2,31,3816,9600,12500,30600,0,0,0,NEW JERSEY,34,.39750001,.21082874
2018,1,0,31,519,6800,8400,15200,192.03,6800,8400,NEW JERSEY,34,.076323532,.076323532
2022,1,3,31,6935,15500,20100,53000,2690.26,15500,20100,NEW JERSEY,34,.44741935,.21079028
2014,1,0,31,496,6500,8100,14500,99.199997,6500,8100,NEW JERSEY,34,.076307692,.077500001
2018,2,2,31,5716,14300,24300,51400,2114.9199,14300,24300,NEW JERSEY,34,.39972028,.21092251
1997,2,3,31,3656,9200,11900,29300,0,0,0,NEW JERSEY,34,.39739129,.21011494
2002,1,2,31,4140,10400,13500,33100,724.5,10400,13500,NEW JERSEY,34,.39807692,.2112245
2017,2,0,31,510,6700,13900,20500,178.5,6700,13900,NEW JERSEY,34,.076119401,.077272728
2010,1,2,31,5036,12600,16400,40300,1007.2,12600,16400,NEW JERSEY,34,.39968255,.2107113
2009,2,3,31,5657,12600,21400,48200,1414.25,12600,21400,NEW JERSEY,34,.44896826,.21108209
1992,2,1,31,1324,7600,11800,22300,0,0,0,NEW JERSEY,34,.17421053,.12609524
1991,1,1,31,1192,7200,11200,21200,0,0,0,NEW JERSEY,34,.16555555,.1192
1984,1,2,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
1981,1,3,31,500,5000,6000,9900,0,0,0,NEW JERSEY,34,.1,.12820514
2020,2,1,31,3584,10600,25200,47600,1433.6,10600,25200,NEW JERSEY,34,.33811322,.16
2020,1,3,31,6660,14800,19300,50900,2664,14800,19300,NEW JERSEY,34,.44999999,.21075949
2018,1,2,31,5716,14300,18600,45800,2114.9199,14300,18600,NEW JERSEY,34,.39972028,.21014705
2007,1,1,31,2853,8400,15300,33200,570.59998,8400,15300,NEW JERSEY,34,.33964285,.15938547
1987,2,1,31,851,6100,6900,15400,0,0,0,NEW JERSEY,34,.1395082,.10011765
1989,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
2019,2,3,31,6557,14600,24800,55900,2557.23,14600,24800,NEW JERSEY,34,.44910958,.21083601
1992,2,0,31,0,0,0,0,0,0,0,NEW JERSEY,34,,
