year,mstat,depx,state_soi,plateau,phasein,phaseout,maxagi,plateau_state,phasein_state,phaseout_state,state_name,state_fips,ratein,rateout
1992,2,3,12,1384,7600,11800,22300,0,0,0,HAWAII,15,.18210526,.13180952
2004,1,3,12,4300,10800,14000,34400,0,0,0,HAWAII,15,.39814815,.21078432
1996,1,2,12,3556,8900,11600,28400,0,0,0,HAWAII,15,.39955056,.21166667
2002,1,2,12,4140,10400,13500,33100,0,0,0,HAWAII,15,.39807692,.2112245
2008,2,2,12,4824,12100,18700,41600,0,0,0,HAWAII,15,.39867768,.21065502
2004,1,2,12,4300,10800,14000,34400,0,0,0,HAWAII,15,.39814815,.21078432
1979,1,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2016,1,1,12,3373,10000,18100,39200,0,0,0,HAWAII,15,.3373,.15985782
2012,2,2,12,5236,13100,22300,47100,0,0,0,HAWAII,15,.39969465,.21112904
2012,2,3,12,5891,13100,22300,50200,0,0,0,HAWAII,15,.44969466,.21114695
2016,2,0,12,506,6700,13800,20400,0,0,0,HAWAII,15,.075522386,.076666668
2015,1,3,12,6242,13900,18100,47700,0,0,0,HAWAII,15,.44906476,.21087837
1995,1,2,12,3110,8700,11200,26600,0,0,0,HAWAII,15,.35747126,.20194805
1980,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2017,1,3,12,6318,14100,18300,48300,0,0,0,HAWAII,15,.4480851,.2106
2013,1,2,12,5372,13500,17500,43000,0,0,0,HAWAII,15,.39792591,.21066667
1983,1,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1987,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1995,1,0,12,314,4200,5100,9200,0,0,0,HAWAII,15,.074761905,.076585367
2020,1,1,12,3584,10600,19300,41700,608.90002,22700,22700,HAWAII,15,.33811322,.16
2004,2,3,12,4300,10800,15000,35400,0,0,0,HAWAII,15,.39814815,.21078432
1984,1,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1982,2,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2015,2,1,12,3359,9900,23600,44600,0,0,0,HAWAII,15,.33929294,.15995239
1999,1,0,12,347,4600,5700,10200,0,0,0,HAWAII,15,.075434782,.07711111
1999,1,1,12,2312,6800,12400,26900,0,0,0,HAWAII,15,.34,.15944828
1985,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1987,2,2,12,851,6100,6900,15400,0,0,0,HAWAII,15,.1395082,.10011765
2006,2,1,12,2747,8100,16800,34000,0,0,0,HAWAII,15,.3391358,.1597093
2003,1,2,12,4204,10600,13700,33600,0,0,0,HAWAII,15,.39660376,.21125628
2019,1,3,12,6557,14600,19000,50100,845.13,30100,30100,HAWAII,15,.44910958,.21083601
2000,2,3,12,3888,9800,12700,31100,0,0,0,HAWAII,15,.39673468,.21130435
1992,1,3,12,1384,7600,11800,22300,0,0,0,HAWAII,15,.18210526,.13180952
1997,2,0,12,332,4400,5400,9700,0,0,0,HAWAII,15,.075454548,.077209301
2013,2,3,12,6044,13500,22800,51500,0,0,0,HAWAII,15,.44770369,.21059233
1987,1,3,12,851,6100,6900,15400,0,0,0,HAWAII,15,.1395082,.10011765
2021,1,3,12,6728,15000,19500,51400,880.02002,30500,30500,HAWAII,15,.44853333,.21090908
2021,1,1,12,3618,10700,19500,42100,615.59998,22800,22800,HAWAII,15,.33813083,.16008849
1982,2,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2011,1,1,12,3094,9100,16600,36000,0,0,0,HAWAII,15,.34,.15948454
2011,2,3,12,5751,12800,21700,49000,0,0,0,HAWAII,15,.44929686,.21065934
2019,2,3,12,6557,14600,24800,55900,874.19,35200,35200,HAWAII,15,.44910958,.21083601
1993,1,3,12,1511,7800,12200,23000,0,0,0,HAWAII,15,.19371794,.1399074
1996,2,3,12,3556,8900,11600,28500,0,0,0,HAWAII,15,.39955056,.2104142
1981,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2006,1,0,12,412,5400,6700,12100,0,0,0,HAWAII,15,.0762963,.0762963
2002,2,2,12,4140,10400,14500,34100,0,0,0,HAWAII,15,.39807692,.2112245
2014,1,2,12,5460,13700,17800,43700,0,0,0,HAWAII,15,.39854014,.21081081
2017,1,0,12,510,6700,8300,15000,0,0,0,HAWAII,15,.076119401,.076119401
1982,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1979,1,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2014,1,0,12,496,6500,8100,14500,0,0,0,HAWAII,15,.076307692,.077500001
1993,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2015,2,0,12,503,6600,13700,20300,0,0,0,HAWAII,15,.076212123,.076212123
1994,2,3,12,2528,8500,11000,25200,0,0,0,HAWAII,15,.29741177,.17802817
2008,2,1,12,2917,8600,18700,36900,0,0,0,HAWAII,15,.33918604,.16027473
2014,2,3,12,6143,13700,23200,52400,0,0,0,HAWAII,15,.44839415,.21037671
2000,2,0,12,353,4700,5800,10400,0,0,0,HAWAII,15,.075106382,.076739132
1979,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2005,2,2,12,4400,11000,16300,37200,0,0,0,HAWAII,15,.40000001,.21052632
2003,1,3,12,4204,10600,13700,33600,0,0,0,HAWAII,15,.39660376,.21125628
2022,1,2,12,6164,15500,20100,49300,834.67999,28900,28900,HAWAII,15,.39767742,.21109588
1979,2,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1983,2,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1994,1,0,12,306,4000,5000,8900,0,0,0,HAWAII,15,.076499999,.078461535
2001,1,3,12,4008,10100,13000,32100,0,0,0,HAWAII,15,.39683169,.20984294
2004,2,1,12,2604,7700,15000,31300,0,0,0,HAWAII,15,.33818182,.1597546
1993,2,2,12,1511,7800,12200,23000,0,0,0,HAWAII,15,.19371794,.1399074
1984,1,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1979,2,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1980,1,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1995,1,3,12,3110,8700,11200,26600,0,0,0,HAWAII,15,.35747126,.20194805
1990,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2006,2,3,12,4536,11400,16800,38300,0,0,0,HAWAII,15,.39789474,.21097675
2014,2,1,12,3305,9800,23200,43900,0,0,0,HAWAII,15,.3372449,.15966183
1986,1,2,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
1999,2,3,12,3816,9600,12500,30600,0,0,0,HAWAII,15,.39750001,.21082874
2001,1,0,12,364,4800,5900,10700,0,0,0,HAWAII,15,.075833336,.075833336
2001,2,3,12,4008,10100,13000,32100,0,0,0,HAWAII,15,.39683169,.20984294
2008,2,3,12,4824,12100,18700,41600,0,0,0,HAWAII,15,.39867768,.21065502
1991,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1981,2,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1990,2,2,12,953,6900,10700,20200,0,0,0,HAWAII,15,.13811594,.10031579
2017,2,2,12,5616,14100,23900,50500,0,0,0,HAWAII,15,.39829788,.21112782
1983,1,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1998,1,2,12,3756,9400,12200,30000,0,0,0,HAWAII,15,.39957446,.21101123
1995,2,2,12,3110,8700,11300,26600,0,0,0,HAWAII,15,.35747126,.20326798
1983,1,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1988,2,3,12,874,6300,9800,18500,0,0,0,HAWAII,15,.13873015,.10045977
1984,2,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1989,1,3,12,910,6500,10200,19300,0,0,0,HAWAII,15,.14,.1
2011,1,2,12,5112,12800,16600,40900,0,0,0,HAWAII,15,.39937499,.21037038
1982,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1992,2,1,12,1324,7600,11800,22300,0,0,0,HAWAII,15,.17421053,.12609524
1997,2,2,12,3656,9200,11900,29300,0,0,0,HAWAII,15,.39739129,.21011494
1982,2,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2003,1,0,12,382,5000,6200,11200,0,0,0,HAWAII,15,.076399997,.076399997
1983,2,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1980,1,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2018,2,3,12,6431,14300,24300,54800,846.04999,34800,34800,HAWAII,15,.44972029,.21085246
2017,2,0,12,510,6700,13900,20500,0,0,0,HAWAII,15,.076119401,.077272728
1988,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1994,1,3,12,2528,8500,11000,25200,0,0,0,HAWAII,15,.29741177,.17802817
2019,1,2,12,5828,14600,19000,46700,804.63,27600,27600,HAWAII,15,.39917809,.21039711
1992,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1986,1,3,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
2004,1,0,12,390,5100,6300,11400,0,0,0,HAWAII,15,.076470591,.076470591
2015,1,0,12,503,6600,8200,14800,0,0,0,HAWAII,15,.076212123,.076212123
2007,2,2,12,4716,11800,17300,39700,0,0,0,HAWAII,15,.399661,.21053572
2018,1,2,12,5716,14300,18600,45800,779.28003,27300,27300,HAWAII,15,.39972028,.21014705
1988,1,1,12,874,6300,9800,18500,0,0,0,HAWAII,15,.13873015,.10045977
1997,1,3,12,3656,9200,11900,29200,0,0,0,HAWAII,15,.39739129,.21132948
2008,2,0,12,438,5800,10100,15800,0,0,0,HAWAII,15,.075517245,.076842107
1993,1,2,12,1511,7800,12200,23000,0,0,0,HAWAII,15,.19371794,.1399074
2022,1,0,12,560,7400,9100,16400,95.279999,10000,10000,HAWAII,15,.075675674,.076712325
2014,2,0,12,496,6500,13500,20000,0,0,0,HAWAII,15,.076307692,.076307692
2006,2,2,12,4536,11400,16800,38300,0,0,0,HAWAII,15,.39789474,.21097675
2010,2,1,12,3050,9000,21400,40500,0,0,0,HAWAII,15,.33888888,.15968587
1983,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2016,2,2,12,5572,14000,23700,50100,0,0,0,HAWAII,15,.398,.21106061
2001,1,2,12,4008,10100,13000,32100,0,0,0,HAWAII,15,.39683169,.20984294
2002,2,3,12,4140,10400,14500,34100,0,0,0,HAWAII,15,.39807692,.2112245
2015,1,2,12,5548,13900,18100,44400,0,0,0,HAWAII,15,.39913669,.21095057
2010,2,2,12,5036,12600,21400,45300,0,0,0,HAWAII,15,.39968255,.2107113
1988,1,2,12,874,6300,9800,18500,0,0,0,HAWAII,15,.13873015,.10045977
1987,2,3,12,851,6100,6900,15400,0,0,0,HAWAII,15,.1395082,.10011765
2009,1,0,12,457,6000,7400,13400,0,0,0,HAWAII,15,.076166667,.076166667
1982,1,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1989,2,2,12,910,6500,10200,19300,0,0,0,HAWAII,15,.14,.1
2007,2,0,12,428,5600,9000,14500,0,0,0,HAWAII,15,.07642857,.077818185
1984,1,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1991,1,3,12,1235,7300,11200,21200,0,0,0,HAWAII,15,.16917808,.1235
2009,1,3,12,5657,12600,16400,43200,0,0,0,HAWAII,15,.44896826,.21108209
2012,1,1,12,3169,9400,17100,36900,0,0,0,HAWAII,15,.33712766,.16005051
1985,2,2,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
1984,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1988,1,3,12,874,6300,9800,18500,0,0,0,HAWAII,15,.13873015,.10045977
1997,1,2,12,3656,9200,11900,29200,0,0,0,HAWAII,15,.39739129,.21132948
2021,1,2,12,5980,15000,19500,47900,834.60999,28100,28100,HAWAII,15,.39866668,.21056338
2002,2,0,12,376,5000,7000,11900,0,0,0,HAWAII,15,.075199999,.076734692
2022,2,1,12,3733,11000,26200,49600,639.13,29000,29000,HAWAII,15,.33936363,.15952991
2004,2,2,12,4300,10800,15000,35400,0,0,0,HAWAII,15,.39814815,.21078432
1986,2,3,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
1981,1,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1996,2,0,12,323,4300,5300,9500,0,0,0,HAWAII,15,.075116277,.076904759
2019,1,0,12,529,7000,8600,15500,89.730003,9700,9700,HAWAII,15,.075571425,.076666668
1999,1,3,12,3816,9600,12400,30500,0,0,0,HAWAII,15,.39750001,.21082874
2020,2,2,12,5920,14800,25200,53300,852.09003,33100,33100,HAWAII,15,.40000001,.21067616
2010,1,1,12,3050,9000,16400,35500,0,0,0,HAWAII,15,.33888888,.15968587
1981,2,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1985,1,1,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
2021,2,2,12,5980,15000,25400,53800,866.20001,33300,33300,HAWAII,15,.39866668,.21056338
2019,2,2,12,5828,14600,24800,52400,829.47998,32800,32800,HAWAII,15,.39917809,.21115942
1999,2,1,12,2312,6800,12500,26900,0,0,0,HAWAII,15,.34,.16055556
1991,2,3,12,1235,7300,11200,21200,0,0,0,HAWAII,15,.16917808,.1235
1991,1,1,12,1192,7200,11200,21200,0,0,0,HAWAII,15,.16555555,.1192
1990,1,1,12,953,6900,10700,20200,0,0,0,HAWAII,15,.13811594,.10031579
2002,1,1,12,2506,7400,13500,29200,0,0,0,HAWAII,15,.33864865,.15961784
2010,1,3,12,5666,12600,16400,43300,0,0,0,HAWAII,15,.44968253,.21063197
2018,2,2,12,5716,14300,24300,51400,804.13,32400,32400,HAWAII,15,.39972028,.21092251
2002,1,0,12,376,5000,6000,10900,0,0,0,HAWAII,15,.075199999,.076734692
1985,1,3,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
1982,1,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1999,1,2,12,3816,9600,12400,30500,0,0,0,HAWAII,15,.39750001,.21082874
2009,1,2,12,5028,12600,16400,40200,0,0,0,HAWAII,15,.39904761,.2112605
1990,1,2,12,953,6900,10700,20200,0,0,0,HAWAII,15,.13811594,.10031579
2012,2,1,12,3169,9400,22300,42100,0,0,0,HAWAII,15,.33712766,.16005051
2011,1,0,12,464,6100,7500,13600,0,0,0,HAWAII,15,.07606557,.07606557
2005,1,2,12,4400,11000,14300,35200,0,0,0,HAWAII,15,.40000001,.21052632
2019,2,0,12,529,7000,14400,21300,72.900002,16600,16600,HAWAII,15,.075571425,.076666668
2003,2,2,12,4204,10600,14700,34600,0,0,0,HAWAII,15,.39660376,.21125628
2012,2,0,12,475,6300,13000,19200,0,0,0,HAWAII,15,.075396828,.076612905
1998,1,0,12,341,4500,5600,10000,0,0,0,HAWAII,15,.075777777,.077500001
1984,2,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1992,1,1,12,1324,7600,11800,22300,0,0,0,HAWAII,15,.17421053,.12609524
1998,2,2,12,3756,9400,12300,30100,0,0,0,HAWAII,15,.39957446,.21101123
2017,1,2,12,5616,14100,18300,45000,0,0,0,HAWAII,15,.39829788,.21033707
2015,1,1,12,3359,9900,18100,39100,0,0,0,HAWAII,15,.33929294,.15995239
1997,1,0,12,332,4400,5400,9700,0,0,0,HAWAII,15,.075454548,.077209301
1987,1,2,12,851,6100,6900,15400,0,0,0,HAWAII,15,.1395082,.10011765
2007,1,3,12,4716,11800,15300,37700,0,0,0,HAWAII,15,.399661,.21053572
2020,1,3,12,6660,14800,19300,50900,865.72998,30400,30400,HAWAII,15,.44999999,.21075949
1981,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2007,1,2,12,4716,11800,15300,37700,0,0,0,HAWAII,15,.399661,.21053572
1981,1,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1984,2,3,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2003,2,3,12,4204,10600,14700,34600,0,0,0,HAWAII,15,.39660376,.21125628
1989,2,1,12,910,6500,10200,19300,0,0,0,HAWAII,15,.14,.1
2006,1,3,12,4536,11400,14800,36300,0,0,0,HAWAII,15,.39789474,.21097675
1998,1,1,12,2271,6700,12200,26400,0,0,0,HAWAII,15,.33895522,.15992957
2002,1,3,12,4140,10400,13500,33100,0,0,0,HAWAII,15,.39807692,.2112245
1997,1,1,12,2210,6500,11900,25700,0,0,0,HAWAII,15,.34,.16014493
2013,2,1,12,3250,9600,22800,43200,0,0,0,HAWAII,15,.33854166,.15931372
2000,2,1,12,2353,7000,12700,27400,0,0,0,HAWAII,15,.33614287,.16006802
2013,1,3,12,6044,13500,17500,46200,0,0,0,HAWAII,15,.44770369,.21059233
2007,1,0,12,428,5600,7000,12500,0,0,0,HAWAII,15,.07642857,.077818185
1998,2,0,12,341,4500,5600,10000,0,0,0,HAWAII,15,.075777777,.077500001
2016,1,2,12,5572,14000,18100,44600,0,0,0,HAWAII,15,.398,.21026415
2018,2,1,12,3461,10200,24300,46000,594.71997,27400,27400,HAWAII,15,.33931372,.15949309
2003,2,1,12,2547,7500,14700,30600,0,0,0,HAWAII,15,.3396,.16018867
2013,1,1,12,3250,9600,17500,37800,0,0,0,HAWAII,15,.33854166,.16009852
1997,2,3,12,3656,9200,11900,29300,0,0,0,HAWAII,15,.39739129,.21011494
2011,1,3,12,5751,12800,16600,43900,0,0,0,HAWAII,15,.44929686,.21065934
1980,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1988,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1995,2,3,12,3110,8700,11300,26600,0,0,0,HAWAII,15,.35747126,.20326798
2008,1,3,12,4824,12100,15700,38600,0,0,0,HAWAII,15,.39867768,.21065502
1990,2,3,12,953,6900,10700,20200,0,0,0,HAWAII,15,.13811594,.10031579
1994,2,2,12,2528,8500,11000,25200,0,0,0,HAWAII,15,.29741177,.17802817
2022,1,3,12,6935,15500,20100,53000,880.67999,31500,31500,HAWAII,15,.44741935,.21079028
2001,2,0,12,364,4800,5900,10700,0,0,0,HAWAII,15,.075833336,.075833336
2017,2,1,12,3400,10000,23900,45200,0,0,0,HAWAII,15,.34,.15962441
1996,1,3,12,3556,8900,11600,28400,0,0,0,HAWAII,15,.39955056,.21166667
2009,1,1,12,3043,9000,16400,35400,0,0,0,HAWAII,15,.3381111,.16015789
1991,2,1,12,1192,7200,11200,21200,0,0,0,HAWAII,15,.16555555,.1192
1999,2,2,12,3816,9600,12500,30600,0,0,0,HAWAII,15,.39750001,.21082874
2021,2,0,12,1502,9900,17500,27300,243.78999,19400,19400,HAWAII,15,.15171717,.15326531
1985,1,2,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
1981,2,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1994,1,1,12,2038,7900,11000,23700,0,0,0,HAWAII,15,.25797468,.16047244
1980,2,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2009,2,1,12,3043,9000,21400,40400,0,0,0,HAWAII,15,.3381111,.16015789
2003,2,0,12,382,5000,7200,12200,0,0,0,HAWAII,15,.076399997,.076399997
2002,2,1,12,2506,7400,14500,30200,0,0,0,HAWAII,15,.33864865,.15961784
2011,2,1,12,3094,9100,21600,41000,0,0,0,HAWAII,15,.34,.15948454
2009,2,0,12,457,6000,12400,18400,0,0,0,HAWAII,15,.076166667,.076166667
2007,2,1,12,2853,8400,17300,35200,0,0,0,HAWAII,15,.33964285,.15938547
2021,2,3,12,6728,15000,25400,57400,910.63,35700,35700,HAWAII,15,.44853333,.21025001
1990,2,1,12,953,6900,10700,20200,0,0,0,HAWAII,15,.13811594,.10031579
2013,1,0,12,487,6400,7900,14300,0,0,0,HAWAII,15,.076093748,.076093748
2022,2,0,12,560,7400,15200,22600,80.279999,17200,17200,HAWAII,15,.075675674,.075675674
1995,2,1,12,2094,6200,11300,24400,0,0,0,HAWAII,15,.33774194,.15984733
2001,2,1,12,2428,7200,13000,28200,0,0,0,HAWAII,15,.33722222,.15973684
1979,1,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1982,1,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1989,1,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1998,1,3,12,3756,9400,12200,30000,0,0,0,HAWAII,15,.39957446,.21101123
2011,2,2,12,5112,12800,21600,45900,0,0,0,HAWAII,15,.39937499,.21037038
2017,2,3,12,6318,14100,23900,53900,0,0,0,HAWAII,15,.4480851,.2106
1996,1,0,12,323,4300,5300,9500,0,0,0,HAWAII,15,.075116277,.076904759
2009,2,2,12,5028,12600,21400,45200,0,0,0,HAWAII,15,.39904761,.2112605
2019,1,1,12,3526,10400,19000,41000,594.29999,22500,22500,HAWAII,15,.33903846,.16027273
2016,1,3,12,6269,14000,18100,47900,0,0,0,HAWAII,15,.44778571,.21036913
1992,1,2,12,1384,7600,11800,22300,0,0,0,HAWAII,15,.18210526,.13180952
1988,2,1,12,874,6300,9800,18500,0,0,0,HAWAII,15,.13873015,.10045977
2020,2,0,12,538,7100,14600,21700,77.57,16600,16600,HAWAII,15,.075774647,.075774647
2005,1,0,12,399,5300,6500,11700,0,0,0,HAWAII,15,.075283021,.076730773
1994,1,2,12,2528,8500,11000,25200,0,0,0,HAWAII,15,.29741177,.17802817
2007,1,1,12,2853,8400,15300,33200,0,0,0,HAWAII,15,.33964285,.15938547
2001,2,2,12,4008,10100,13000,32100,0,0,0,HAWAII,15,.39683169,.20984294
1994,2,1,12,2038,7900,11000,23700,0,0,0,HAWAII,15,.25797468,.16047244
1980,1,2,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
1996,1,1,12,2152,6400,11600,25000,0,0,0,HAWAII,15,.33625001,.16059701
2005,1,1,12,2662,7900,14300,31000,0,0,0,HAWAII,15,.33696201,.15940119
1996,2,2,12,3556,8900,11600,28500,0,0,0,HAWAII,15,.39955056,.2104142
2008,1,1,12,2917,8600,15700,33900,0,0,0,HAWAII,15,.33918604,.16027473
1989,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1988,2,2,12,874,6300,9800,18500,0,0,0,HAWAII,15,.13873015,.10045977
2020,2,3,12,6660,14800,25200,56800,896.83002,35500,35500,HAWAII,15,.44999999,.21075949
1987,1,1,12,851,6100,6900,15400,0,0,0,HAWAII,15,.1395082,.10011765
2012,1,2,12,5236,13100,17100,41900,0,0,0,HAWAII,15,.39969465,.21112904
2001,1,1,12,2428,7200,13000,28200,0,0,0,HAWAII,15,.33722222,.15973684
1981,1,1,12,500,5000,6000,9900,0,0,0,HAWAII,15,.1,.12820514
2018,2,0,12,519,6800,14100,20900,68.150002,16500,16500,HAWAII,15,.076323532,.076323532
1994,2,0,12,306,4000,5000,8900,0,0,0,HAWAII,15,.076499999,.078461535
2004,2,0,12,390,5100,7300,12400,0,0,0,HAWAII,15,.076470591,.076470591
2007,2,3,12,4716,11800,17300,39700,0,0,0,HAWAII,15,.399661,.21053572
2014,1,1,12,3305,9800,17800,38500,0,0,0,HAWAII,15,.3372449,.15966183
1996,2,1,12,2152,6400,11600,25100,0,0,0,HAWAII,15,.33625001,.15940741
2022,1,1,12,3733,11000,20100,43400,616.51001,23600,23600,HAWAII,15,.33936363,.16021459
1991,2,2,12,1235,7300,11200,21200,0,0,0,HAWAII,15,.16917808,.1235
2004,1,1,12,2604,7700,14000,30300,0,0,0,HAWAII,15,.33818182,.1597546
1999,2,0,12,347,4600,5700,10200,0,0,0,HAWAII,15,.075434782,.07711111
1986,2,2,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
2012,1,0,12,475,6300,7700,13900,0,0,0,HAWAII,15,.075396828,.076612905
2017,1,1,12,3400,10000,18300,39600,0,0,0,HAWAII,15,.34,.15962441
2010,2,3,12,5666,12600,21400,48300,0,0,0,HAWAII,15,.44968253,.21063197
2018,1,0,12,519,6800,8400,15200,86.82,9600,9600,HAWAII,15,.076323532,.076323532
1995,2,0,12,314,4200,5100,9200,0,0,0,HAWAII,15,.074761905,.076585367
1986,1,1,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
2019,2,1,12,3526,10400,24800,46800,613.15002,27700,27700,HAWAII,15,.33903846,.16027273
1987,2,1,12,851,6100,6900,15400,0,0,0,HAWAII,15,.1395082,.10011765
1998,2,1,12,2271,6700,12300,26500,0,0,0,HAWAII,15,.33895522,.15992957
1997,2,1,12,2210,6500,11900,25700,0,0,0,HAWAII,15,.34,.16014493
2021,2,1,12,3618,10700,25400,48100,639.53998,28100,28100,HAWAII,15,.33813083,.15938327
2005,2,3,12,4400,11000,16300,37200,0,0,0,HAWAII,15,.40000001,.21052632
2013,2,2,12,5372,13500,22800,48300,0,0,0,HAWAII,15,.39792591,.21066667
1989,1,2,12,910,6500,10200,19300,0,0,0,HAWAII,15,.14,.1
1985,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1991,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1993,2,3,12,1511,7800,12200,23000,0,0,0,HAWAII,15,.19371794,.1399074
1985,2,1,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
2008,1,2,12,4824,12100,15700,38600,0,0,0,HAWAII,15,.39867768,.21065502
2000,1,1,12,2353,7000,12600,27400,0,0,0,HAWAII,15,.33614287,.15898648
1979,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
1983,2,0,12,0,0,0,0,0,0,0,HAWAII,15,,
2016,2,3,12,6269,14000,23700,53500,0,0,0,HAWAII,15,.44778571,.21036913
2020,2,1,12,3584,10600,25200,47600,629.90997,27900,27900,HAWAII,15,.33811322,.16
1986,2,1,12,550,5000,6500,11000,0,0,0,HAWAII,15,.11,.12222222
2009,1,2,13,5028,12600,16400,40200,0,0,0,IDAHO,16,.39904761,.2112605
2009,2,3,13,5657,12600,21400,48200,0,0,0,IDAHO,16,.44896826,.21108209
1983,1,3,13,500,5000,6000,9900,0,0,0,IDAHO,16,.1,.12820514
2009,2,2,13,5028,12600,21400,45200,0,0,0,IDAHO,16,.39904761,.2112605
2020,1,1,13,3584,10600,19300,41700,0,0,0,IDAHO,16,.33811322,.16
2016,2,1,13,3373,10000,23700,44800,0,0,0,IDAHO,16,.3373,.15985782
2002,1,1,13,2506,7400,13500,29200,0,0,0,IDAHO,16,.33864865,.15961784
1982,1,1,13,500,5000,6000,9900,0,0,0,IDAHO,16,.1,.12820514
1996,2,1,13,2152,6400,11600,25100,0,0,0,IDAHO,16,.33625001,.15940741
1983,2,3,13,500,5000,6000,9900,0,0,0,IDAHO,16,.1,.12820514
2000,1,2,13,3888,9800,12600,31100,0,0,0,IDAHO,16,.39673468,.21016216
2022,1,2,13,6164,15500,20100,49300,0,0,0,IDAHO,16,.39767742,.21109588
2004,1,0,13,390,5100,6300,11400,0,0,0,IDAHO,16,.076470591,.076470591
2018,2,2,13,5716,14300,24300,51400,0,0,0,IDAHO,16,.39972028,.21092251
2013,1,3,13,6044,13500,17500,46200,0,0,0,IDAHO,16,.44770369,.21059233
1999,2,2,13,3816,9600,12500,30600,0,0,0,IDAHO,16,.39750001,.21082874
1997,1,3,13,3656,9200,11900,29200,0,0,0,IDAHO,16,.39739129,.21132948
2019,2,1,13,3526,10400,24800,46800,0,0,0,IDAHO,16,.33903846,.16027273
1992,2,1,13,1324,7600,11800,22300,0,0,0,IDAHO,16,.17421053,.12609524
